order_id,geolocation_zip_code_prefix,promedio_latitud,promedio_longitud,geolocation_city,order_purchase_timestamp
0a9a43ac5fe59c6c4bee2a8f9b9fcce8,38540,-18.474476487136116,-47.4078365252738,abadia dos dourados,2018-07-02 08:00:35
50ba38c4dc467baab1ea2c8c7747934d,38540,-18.474476487136116,-47.4078365252738,abadia dos dourados,2018-03-02 21:32:44
d99e6849f7676dade195f20c26f0eb4f,38540,-18.474476487136116,-47.4078365252738,abadia dos dourados,2017-09-02 22:37:17
3f1294f87d79b57f5d55ba7b80c3d94f,72940,-16.193742416316265,-48.70952130337259,abadiania,2018-01-28 14:21:58
5525ea8ee9e6150faa9b41dfc4024552,35620,-19.158206495625087,-45.4463002987293,abaete,2018-08-20 21:33:48
1c2f555edfc445e72867c301b68ac512,35620,-19.158206495625087,-45.4463002987293,abaete,2018-06-28 16:12:59
4ccc4e96e0fa5c35efbf9bf836ebef72,35620,-19.158206495625087,-45.4463002987293,abaete,2018-06-01 15:21:45
74bdc516d1c6a8e16cd1a546ea067c26,35620,-19.158206495625087,-45.4463002987293,abaete,2018-03-27 11:00:09
33d425553bc88c255ddeb68ab933167e,35620,-19.158206495625087,-45.4463002987293,abaete,2018-03-05 12:47:02
807756ebd577f025334944b87da7dbc3,35620,-19.158206495625087,-45.4463002987293,abaete,2017-11-23 16:47:19
ee2b11b5601e9de355fb771525a195ce,35620,-19.158206495625087,-45.4463002987293,abaete,2017-11-20 17:08:59
3f6833af28b1e2885b8df4899e9aa8d1,35620,-19.158206495625087,-45.4463002987293,abaete,2017-08-31 17:25:03
902864b6c62e404e8a57ca48c90657e8,35620,-19.158206495625087,-45.4463002987293,abaete,2017-07-31 17:48:16
eb2eb20abe0258707c152cc393dfcb16,35620,-19.158206495625087,-45.4463002987293,abaete,2017-07-15 10:28:32
6c12feac9a308e1382d9b19cca7f20b2,35620,-19.158206495625087,-45.4463002987293,abaete,2017-05-05 13:48:37
2eecb0d85f281280f79fa00f9cec1a95,35620,-19.158206495625087,-45.4463002987293,abaete,2017-02-17 17:21:55
fbb38f33f44df110ef060767b70bdfa3,68440,-1.7230241817101857,-48.88106537387819,abaetetuba,2018-08-03 16:53:24
679783b320e587d8e1c9e0dcb2421539,68440,-1.7230241817101857,-48.88106537387819,abaetetuba,2018-08-01 23:01:03
57d0f29d2d770802ab8e393778fc9052,68440,-1.7230241817101857,-48.88106537387819,abaetetuba,2018-07-16 15:30:37
d002a94b221c08e6dd8ed72e7662d31d,68440,-1.7230241817101857,-48.88106537387819,abaetetuba,2018-05-16 18:37:58
210815e915694747f4d7f75010d5a665,68440,-1.7230241817101857,-48.88106537387819,abaetetuba,2018-04-18 18:58:54
416481e8a5f360245c85849645837e6b,68440,-1.7230241817101857,-48.88106537387819,abaetetuba,2018-03-22 21:50:13
b3e86749e6dd7b4df4f345abbd329912,68440,-1.7230241817101857,-48.88106537387819,abaetetuba,2018-03-10 14:10:28
be898fe8e3213cd0d57464c0b1284b99,68440,-1.7230241817101857,-48.88106537387819,abaetetuba,2017-12-01 11:15:02
8a170c32858870f69d7a3477fcca9a4b,68440,-1.7230241817101857,-48.88106537387819,abaetetuba,2017-09-05 12:49:09
38dcb5499d8854b4b2c6dbaaf983f21e,68440,-1.7230241817101857,-48.88106537387819,abaetetuba,2017-06-01 15:30:51
56203d7ad8ce86a53281778d2dd2c9b7,68440,-1.7230241817101857,-48.88106537387819,abaetetuba,2017-04-03 17:52:36
9b189f6cf2ef734a7dd0419ed3c64d99,63240,-7.358247021378397,-39.04581684412135,abaiara,2018-05-11 10:49:39
73ffc468078b5f3e2c4260065e5e5152,63240,-7.358247021378397,-39.04581684412135,abaiara,2017-11-24 21:10:00
4b431346a500d72d3ce468a29dd5b060,46690,-13.250612371624422,-41.66388175580626,abaira,2018-08-06 09:19:39
0ae45a816351887a536ef37fd5fd9853,46690,-13.250612371624422,-41.66388175580626,abaira,2018-05-01 16:36:01
da95f8b22acd8e17362c16bf0eb86714,48680,-8.695825761079504,-39.1555267107371,abare,2018-05-09 00:44:03
87a8ef7006e5aa4b8ebddae4f7b8a54e,48680,-8.695825761079504,-39.1555267107371,abare,2017-08-16 20:22:57
fc395bfc7bc0ca54d0fa3e4cc90d055f,86460,-23.30452269862072,-50.31097243334825,abatia,2018-04-21 10:58:18
4cfd0406d7db1d6877a1f7cbbaa722bc,86460,-23.30452269862072,-50.31097243334825,abatia,2017-11-26 14:55:20
d7b2d3b902441cf3dd12cd125533217d,86460,-23.30452269862072,-50.31097243334825,abatia,2017-10-31 11:27:06
5bd2f4fa37e9c9eef9ad8e5ebe35c731,89636,-27.608818306014136,-51.024885318269426,abdon batista,2017-04-18 10:25:28
8346e642eb8d376b57cddc53b6118a3a,89830,-26.56537535604435,-52.32532803924757,abelardo luz,2018-08-01 09:50:24
