customer_unique_id,geolocation_zip_code_prefix,promedio_latitud,promedio_longitud,geolocation_city
e1feae9083c4c2895ddf6dc80526a85d,38540,-18.474476487136116,-47.4078365252738,abadia dos dourados
afddf43a03a9941624ed42c0b2c17280,38540,-18.474476487136116,-47.4078365252738,abadia dos dourados
64ee476500a01beb94df40f97a108c50,38540,-18.474476487136116,-47.4078365252738,abadia dos dourados
8d76b559181609308fcae630ea64cd61,72940,-16.193742416316265,-48.70952130337259,abadiania
ca1a0307fe782c9125fd9264c92db778,35620,-19.158206495625087,-45.4463002987293,abaete
ab26557b289641b505abd795c0913683,35620,-19.158206495625087,-45.4463002987293,abaete
a0e363eb99ec5c321d26ef6618308918,35620,-19.158206495625087,-45.4463002987293,abaete
8f7f547488a05660770b51be707eb2a3,35620,-19.158206495625087,-45.4463002987293,abaete
8b8545eb716cbef0248f0546f3335c1c,35620,-19.158206495625087,-45.4463002987293,abaete
5bd046eccd966d97c4fe06e8d75a64a7,35620,-19.158206495625087,-45.4463002987293,abaete
5a4fa4919cbf2b049e72be460a380e5b,35620,-19.158206495625087,-45.4463002987293,abaete
2d69de392ffdb5def80917230154351d,35620,-19.158206495625087,-45.4463002987293,abaete
2a19a29632faf108fd680a976034fa3d,35620,-19.158206495625087,-45.4463002987293,abaete
28af9604f7830ef6d1230fb575c39eb1,35620,-19.158206495625087,-45.4463002987293,abaete
189af2582a09a860e7ebebaec950b0af,35620,-19.158206495625087,-45.4463002987293,abaete
1605eaf5744972f09529a6ce287e9e47,35620,-19.158206495625087,-45.4463002987293,abaete
f94c00f0411b6a3e6cbde94b120fb786,68440,-1.7230241817101857,-48.88106537387819,abaetetuba
c86ac97751bb46bf642e75bf8455f199,68440,-1.7230241817101857,-48.88106537387819,abaetetuba
adc650abc7894831caafbf528540e9ea,68440,-1.7230241817101857,-48.88106537387819,abaetetuba
9bf9e8c962ab8bce4daf3ec7d0a59e13,68440,-1.7230241817101857,-48.88106537387819,abaetetuba
9811f75e58306711797259182809ba81,68440,-1.7230241817101857,-48.88106537387819,abaetetuba
863bdd77d135015fc5c250a5255864a6,68440,-1.7230241817101857,-48.88106537387819,abaetetuba
5ecc0af8adb07684da096d602bdec28c,68440,-1.7230241817101857,-48.88106537387819,abaetetuba
4f8959e75186c78246b83bfb4219e419,68440,-1.7230241817101857,-48.88106537387819,abaetetuba
4e9fed16983d17a7db116c9215ad25c0,68440,-1.7230241817101857,-48.88106537387819,abaetetuba
27fffe110e3f28e0b75bdc8457a0d2a6,68440,-1.7230241817101857,-48.88106537387819,abaetetuba
09b12abeaeb6d87e19039e1970f3ff1e,68440,-1.7230241817101857,-48.88106537387819,abaetetuba
738ee47ca7799ec680527c31c73b7ef5,63240,-7.358247021378397,-39.04581684412135,abaiara
6aec5018133cf1d78b6466412d89cde5,63240,-7.358247021378397,-39.04581684412135,abaiara
f7441819130a8cb81a399063b838972f,46690,-13.250612371624422,-41.66388175580626,abaira
c273e6625c30e96ee5cefdd2c4e746d8,46690,-13.250612371624422,-41.66388175580626,abaira
87726d88f0e4f580a57d2a9fbf5714ba,48680,-8.695825761079504,-39.1555267107371,abare
54e4025671d9a194561b1c4e9165460d,48680,-8.695825761079504,-39.1555267107371,abare
cc2fdb384d6a6e40a1de9427aa4a3a6f,86460,-23.30452269862072,-50.31097243334825,abatia
584455f2e1e703ad4ea6618f833ff1ac,86460,-23.30452269862072,-50.31097243334825,abatia
212dff73941d7289377ecac3f5021cd3,86460,-23.30452269862072,-50.31097243334825,abatia
63cd40f426fb131353e7383e15d95bb8,89636,-27.608818306014136,-51.024885318269426,abdon batista
d19a7ae8f7906b5e2d81522802cdad62,89830,-26.56537535604435,-52.32532803924757,abelardo luz
ae0467368e3026737845181a3d85e64b,89830,-26.56537535604435,-52.32532803924757,abelardo luz
a6ac029c3ae532651dc2591ebaaac6a6,89830,-26.56537535604435,-52.32532803924757,abelardo luz
328dd6e3fed7a5e91ed7d9aa558f0bd0,89830,-26.56537535604435,-52.32532803924757,abelardo luz
2d88b1b7f5efce7cfab8fb0720ad2674,89830,-26.56537535604435,-52.32532803924757,abelardo luz
ebfd11f20986b88de98c61d9609c569f,42840,-12.829740573799091,-38.26498569317291,abrantes
9f2dbd2760e261a9735db254ddb9468d,42840,-12.829740573799091,-38.26498569317291,abrantes
70d58870c1a5f29a875f77716e5b34c6,42840,-12.829740573799091,-38.26498569317291,abrantes
96e047d0f9de88ca34c9005565fbe03e,35365,-20.294280906968595,-42.473720653615594,abre campo
9028e5b2ceb7f01832bd635f9c7d6c48,35365,-20.294280906968595,-42.473720653615594,abre campo
83faa5fb102b850f97c0496302cf67ed,35365,-20.294280906968595,-42.473720653615594,abre campo
5105b52fa696cbca4cd3ddade05149fd,35365,-20.294280906968595,-42.473720653615594,abre campo
1cadf1dc88bf9e3b2e77d5ee00316668,35365,-20.294280906968595,-42.473720653615594,abre campo
066d4b591fafe57b3cef590f31e301ac,35365,-20.294280906968595,-42.473720653615594,abre campo
fdcf823822a86833a95cbe82fb08dc13,53530,-7.919187333502257,-34.926528439285654,abreu e lima
e0b26b14a6b4c1b0ef2b31449a795edc,53525,-7.910952122536735,-34.90352129078118,abreu e lima
a0e0770d529c5da6dd71d5be8620aa3b,53520,-7.9125416086462375,-34.90479611640087,abreu e lima
9e94170c1a57f87d6d6ff89df634fef9,53560,-7.904941278119592,-34.90652700088505,abreu e lima
9181f2d98576cd50d07143f36fbf3845,53530,-7.919187333502257,-34.926528439285654,abreu e lima
8fe4f9a0d6a47babbd498127a9109bd1,53545,-7.9135199766947295,-34.90877687808456,abreu e lima
7a5531cd96b9def6bd36bc530f317381,53580,-7.8999538324933365,-34.899890934825486,abreu e lima
65aba17aa81bcc90fa90f860e958aa30,53530,-7.919187333502257,-34.926528439285654,abreu e lima
05cb25c0b98e8d6f839049d97adfecab,53530,-7.919187333502257,-34.926528439285654,abreu e lima
eb27dcfb51778706a645883ca8d1dfe3,35438,-20.36291378049634,-43.14402222191236,acaiaca
3958d37762138869953bd7f6b5e7eaeb,35438,-20.36291378049634,-43.14402222191236,acaiaca
f0ccc558b4626ebc7d2e47b0fdc8a54d,65930,-4.945933764432745,-47.48449633404994,acailandia
e02b3b1e959f17e11016e27dd450ee1b,65930,-4.945933764432745,-47.48449633404994,acailandia
a9fbcde432c048fe5741d2c14006640d,65930,-4.945933764432745,-47.48449633404994,acailandia
8ee17b389ad6645bf25242a99cdd729a,65930,-4.945933764432745,-47.48449633404994,acailandia
771f822d4f288efa493c364dcbb1cebb,65930,-4.945933764432745,-47.48449633404994,acailandia
3e0d4b27af236458df1cb979b79c6756,65930,-4.945933764432745,-47.48449633404994,acailandia
0bd4d2600b49eb951489ebc82723a4e6,65930,-4.945933764432745,-47.48449633404994,acailandia
bd8e0c159f2986ea4c1d4c204d6020d0,48360,-11.663495576693931,-38.023852706144226,acajutiba
c7c19110042036e6266adc998cbf1289,62580,-2.8902381436643245,-40.11078207183492,acarau
c113c632c226f699c39a1640a5b14fa0,62580,-2.8902381436643245,-40.11078207183492,acarau
930e9f0d9455cb3951d1b2c258dfc9bc,62580,-2.8902381436643245,-40.11078207183492,acarau
7e6009894a640a33f5357552877bcabb,62580,-2.8902381436643245,-40.11078207183492,acarau
4228698496d1d0ab56a9da4ed5658ead,62580,-2.8902381436643245,-40.11078207183492,acarau
1209ade9381e92cf80dfc9c684d6c39e,62580,-2.8902381436643245,-40.11078207183492,acarau
de434c463cc3a59a934db9be65acf3c5,59370,-6.436124915575116,-36.640335529330684,acari
b5e6527dc5f242231eb0248668eb2646,96445,-31.7643604801593,-54.14854871457328,acegua
a315d28a755939c5baa6b3fbd64017cd,96445,-31.7643604801593,-54.14854871457328,acegua
aebfaa38bc677c5d0f0d937fff7ecfa0,63560,-6.094117746073023,-39.448978487408645,acopiara
a42ab281a0f5126eb21dd9845327e39d,63560,-6.094117746073023,-39.448978487408645,acopiara
426019d76a8b0579cd258fdfdce86089,63560,-6.094117746073023,-39.448978487408645,acopiara
19ebeb80eb80101688fd83df96a41a8d,63560,-6.094117746073023,-39.448978487408645,acopiara
17ddaa61585b7b0ddda197f6135a8b29,63560,-6.094117746073023,-39.448978487408645,acopiara
087329e89b9294b9f586b7d7392537e8,63560,-6.094117746073023,-39.448978487408645,acopiara
00af5c2c9fd47849143be82aea5ab2cf,63560,-6.094117746073023,-39.448978487408645,acopiara
efd877ae53d38706d4019f46bd72579a,75960,-17.398332393161855,-50.373014769571675,acreuna
b8c9eccefd807623908243c39ab71c0b,75960,-17.398332393161855,-50.373014769571675,acreuna
95a1b49d1b137fb8ee99a551369363d3,75960,-17.398332393161855,-50.373014769571675,acreuna
74d3fded86656f1830b234321d42d915,75960,-17.398332393161855,-50.373014769571675,acreuna
7071d8356158001d704cd2c0996214de,75960,-17.398332393161855,-50.373014769571675,acreuna
6448171dc4f0dce54beea01748593c62,75960,-17.398332393161855,-50.373014769571675,acreuna
1d8acbbabb9111c1a5298eedb4f9567a,75960,-17.398332393161855,-50.373014769571675,acreuna
fcb003b1bdc0df64b4d065d9bb94f8c4,59650,-5.578677546417205,-36.91480507328553,acu
b6108acc674ae5c99e29adc1047d1049,59650,-5.578677546417205,-36.91480507328553,acu
46824822b15da44e983b021d0e945379,59650,-5.578677546417205,-36.91480507328553,acu
285d20e8ee89da04e022456f8201fd45,35147,-19.131911960585796,-42.614515674159534,acucena
ff66d86dd60a80525875a584d0f5d399,17800,-21.68423890796645,-51.076015335560356,adamantina
f9b208b3f0a8ea19f8088c8b14875bbe,17800,-21.68423890796645,-51.076015335560356,adamantina
f52b9bb7a89d50d1bab49e421b1c613d,17800,-21.68423890796645,-51.076015335560356,adamantina
f520cdd2f000658557d6db874bd34a0a,17800,-21.68423890796645,-51.076015335560356,adamantina
f4aeb606b01219f9277b55d672719071,17800,-21.68423890796645,-51.076015335560356,adamantina
e3259b1ff361ce816be518b2a3efed3f,17800,-21.68423890796645,-51.076015335560356,adamantina
d44f4cf66ba1456ae1f43e74e599037c,17800,-21.68423890796645,-51.076015335560356,adamantina
d36eba3490c536bfdecc22e3c68ad453,17800,-21.68423890796645,-51.076015335560356,adamantina
d033eae5473c7377e1b9a76db0138f25,17800,-21.68423890796645,-51.076015335560356,adamantina
